source,sheet,ID,المجال,المهارة,وصف المعيار,Assessment Question,Expected Development,Importance,Reference,معرف النشاط,اسم النشاط,العمر,المهارة المستهدفة,الهدف,وصف النشاط,الأدوات,المدة,التكرار,مستوى الصعوبة,تعليمات لولي الأمر,النتيجة المتوقعة,المرجع,معرف القاعدة,شرط التقييم,مستوى الشدة,توصية الذكاء الاصطناعي,الأنشطة المقترحة,المتابعة,الإحالة إلى أخصائي,الحقل,القيمة / الوصف,اليوم,رقم النشاط,تم التنفيذ,رقم القالب,الحالة,النص,معرف السؤال,السؤال,نوع الإجابة,الدرجة (نعم),الدرجة (لا),مرتبط بالمعيار,مرتبط بقاعدة القرار,ملاحظات
KB01.xlsx,Age 5,SP001,النطق,وضوح النطق,ينطق معظم الأصوات بوضوح.,هل يفهم معظم الأشخاص كلامه؟,الكلام واضح.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,SP002,النطق,نطق الأصوات المتقدمة,ينطق الأصوات المناسبة لعمره.,هل ينطق الأصوات الصعبة؟,أخطاء قليلة.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,SP003,النطق,وضوح السرد,يتحدث بوضوح أثناء سرد قصة.,هل يمكن فهم قصته بسهولة؟,سرد واضح.,مهم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,SP004,النطق,التحكم بسرعة الكلام,يتحدث بسرعة مناسبة.,هل سرعة كلامه مناسبة؟,سرعة متوازنة.,داعم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,SP005,النطق,التحكم بنبرة الصوت,يغير نبرة صوته حسب الموقف.,هل يستخدم نبرة مناسبة؟,تنوع في النبرة.,داعم,NIDCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,SP006,النطق,التحدث بطلاقة,يتحدث دون توقفات غير معتادة.,هل يتحدث بطلاقة؟,طلاقة مناسبة.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,SP007,النطق,إعادة نطق الكلمات,يعيد الكلمة عند الحاجة.,هل يصحح نطقه؟,يحاول التصحيح.,داعم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,SP008,النطق,التمييز السمعي,يميز الأصوات المتشابهة.,هل يميز الأصوات؟,تمييز جيد.,داعم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,SP009,النطق,التواصل اللفظي,يعتمد على الكلام في جميع المواقف.,هل يستخدم الكلام دائمًا؟,تواصل لفظي فعال.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,SP010,النطق,وضوح الجمل,جمله مفهومة للغرباء.,هل يفهم الغرباء كلامه؟,وضوح مرتفع.,أساسي,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,SP011,النطق,التعبير الصوتي,يعبر بصوته عن الانفعالات.,هل يستخدم نبرات مختلفة؟,يعبر بالنبرة.,داعم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,SP012,النطق,الثقة بالنطق,يتحدث بثقة.,هل يتحدث دون تردد؟,ثقة مناسبة.,داعم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,SP013,النطق,استخدام الصوت المناسب,يضبط شدة صوته.,هل يرفع ويخفض صوته عند الحاجة؟,تحكم جيد.,داعم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,SP014,النطق,تقليل الأخطاء الصوتية,تندر أخطاء النطق.,هل أخطاء النطق قليلة؟,نطق مناسب للعمر.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,SP015,النطق,الاستعداد اللغوي المدرسي,يستخدم لغة واضحة في مواقف التعلم.,هل يستطيع المشاركة شفهيًا في أنشطة ما قبل المدرسة؟,جاهز لغويًا للمدرسة.,أساسي,"ASHA, CDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A001,تنفيذ التعليمات البسيطة,2.0,فهم التعليمات,تحسين فهم التعليمات,يطلب من الطفل تنفيذ أوامر من خطوة واحدة مثل: أحضر الكرة.,ألعاب منزلية,10 دقائق,يوميًا,سهل,استخدم جملًا قصيرة وشجع الطفل.,تحسن الاستجابة للتعليمات,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A002,بطاقات الصور,2.0,التعرف على المفردات,تنمية فهم الكلمات,يعرض صورًا ويطلب من الطفل الإشارة إلى الصورة الصحيحة.,بطاقات مصورة,10 دقائق,5 مرات أسبوعيًا,سهل,ابدأ بثلاث صور فقط.,زيادة فهم المفردات,"ASHA, CDC",,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A003,أين الكرة؟,2.0,فهم الأسئلة,تحسين فهم الأسئلة,يطلب من الطفل تحديد اللعبة المطلوبة.,ألعاب,10 دقائق,4 مرات أسبوعيًا,سهل,استخدم ألعابًا مألوفة.,تحسن فهم الأسئلة,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A004,أجزاء الجسم,2.0,التعرف على أجزاء الجسم,تعلم أسماء أجزاء الجسم,يطلب من الطفل الإشارة إلى أجزاء جسمه.,مرآة,10 دقائق,يوميًا,سهل,استخدم الأغاني والحركات.,معرفة أجزاء الجسم,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A005,قراءة قصة مصورة,2.0,فهم اللغة,زيادة الانتباه والفهم,قراءة قصة قصيرة مع أسئلة بسيطة.,كتاب مصور,15 دقيقة,4 مرات أسبوعيًا,سهل,كرر القصة خلال الأسبوع.,تحسن الفهم,NIDCD,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A006,فرز الأشياء,2.0,التصنيف,تنمية التصنيف,فرز الألعاب حسب النوع أو اللون.,مكعبات أو ألعاب,10 دقائق,3 مرات أسبوعيًا,متوسط,ابدأ بتصنيف بسيط.,تحسن التصنيف,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A007,تسمية الصور,2.0,زيادة المفردات,تشجيع التسمية,يعرض صورًا ويطلب تسميتها.,بطاقات,10 دقائق,5 مرات أسبوعيًا,سهل,كرر الكلمات الصحيحة.,زيادة المفردات,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A008,ماذا تريد؟,2.0,التعبير عن الاحتياجات,تشجيع الطلب بالكلام,يختار الطفل بين خيارين ويذكر ما يريد.,ألعاب أو طعام,10 دقائق,يوميًا,سهل,انتظر استجابة الطفل.,تحسن التعبير,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A009,تقليد الكلمات,2.0,إنتاج الكلمات,تحسين إنتاج الكلمات,يكرر الطفل كلمات بسيطة بعد ولي الأمر.,لا يوجد,10 دقائق,يوميًا,سهل,اختر كلمات مألوفة.,تحسن النطق,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A010,أكمل الكلمة,2.0,زيادة المفردات,تنمية الاسترجاع,يبدأ ولي الأمر بالكلمة ويكملها الطفل.,بطاقات,10 دقائق,4 مرات أسبوعيًا,متوسط,استخدم كلمات يعرفها الطفل.,زيادة المفردات,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A011,الغناء مع الطفل,2.0,استخدام الكلمات,تشجيع الكلام بالأغاني,التوقف قبل الكلمة الأخيرة ليكملها الطفل.,أغاني أطفال,10 دقائق,5 مرات أسبوعيًا,سهل,اختر أغاني متكررة.,زيادة التفاعل,NIDCD,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A012,وصف اللعبة,2.0,تسمية الأشياء,تشجيع التسمية,يطلب من الطفل تسمية لعبته أو لونها.,ألعاب الطفل,10 دقائق,4 مرات أسبوعيًا,سهل,امدح جميع المحاولات.,زيادة المفردات,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A013,لعبة تبادل الأدوار,2.0,تبادل الأدوار,تعليم انتظار الدور,يلعب ولي الأمر والطفل بالتناوب باستخدام كرة أو لعبة.,كرة أو لعبة,10 دقائق,4 مرات أسبوعيًا,سهل,امدح الطفل عند انتظار دوره.,تحسن مهارات التفاعل,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A014,مرحبًا!,2.0,التحية,تشجيع استخدام التحية,يتدرب الطفل على قول مرحبًا ومع السلامة مع أفراد الأسرة.,لا يوجد,5 دقائق,يوميًا,سهل,كن قدوة في استخدام التحية.,زيادة التواصل الاجتماعي,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A015,شارك لعبتك,2.0,المشاركة,تعزيز المشاركة,يشجع الطفل على مشاركة لعبة مع أحد الوالدين.,ألعاب,10 دقائق,3 مرات أسبوعيًا,متوسط,اشكر الطفل عند المشاركة.,زيادة التعاون,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A016,تقليد الحركات,2.0,التقليد,تنمية التواصل,يقلد الطفل حركات بسيطة مثل التصفيق أو التلويح.,لا يوجد,10 دقائق,4 مرات أسبوعيًا,سهل,ابدأ بحركات بسيطة.,تحسين التفاعل,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A017,لعبة المشاعر,2.0,التعبير عن المشاعر,تعلم المشاعر الأساسية,اعرض وجوهًا سعيدة أو حزينة واطلب من الطفل تقليدها.,بطاقات مشاعر,10 دقائق,3 مرات أسبوعيًا,سهل,سمِّ المشاعر بصوت واضح.,تمييز المشاعر,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A018,وقت اللعب المشترك,2.0,التفاعل الاجتماعي,تشجيع اللعب مع الآخرين,اللعب مع أحد الوالدين أو الأخوة لمدة قصيرة.,ألعاب متنوعة,15 دقيقة,يوميًا,سهل,اتبع اهتمام الطفل أثناء اللعب.,زيادة التفاعل الاجتماعي,NIDCD,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A019,أصوات الحيوانات,2.0,تقليد الأصوات,تشجيع إنتاج الأصوات,يعرض ولي الأمر صور الحيوانات ويصدر صوتها ثم يطلب من الطفل تقليده.,بطاقات حيوانات,10 دقائق,5 مرات أسبوعيًا,سهل,اجعل النشاط ممتعًا ولا تضغط على الطفل.,تحسن إنتاج الأصوات,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A020,نفخ الفقاعات,2.0,التحكم بالنفس,تقوية التحكم في التنفس أثناء الكلام,ينفخ الطفل فقاعات الصابون ببطء ثم بسرعة.,فقاعات صابون,10 دقائق,3 مرات أسبوعيًا,سهل,راقب الطفل أثناء النشاط.,تحسن التحكم في النفس,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A021,أغنية الأصوات,2.0,إنتاج المقاطع,تكرار المقاطع الصوتية,غنِّ مقاطع مثل (با، ما، تا) واطلب من الطفل تكرارها.,لا يوجد,10 دقائق,يوميًا,سهل,استخدم نبرة مرحة.,زيادة إنتاج المقاطع,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A022,لعبة المرآة,2.0,مراقبة حركة الفم,تحسين مخارج الأصوات,ينظر الطفل في المرآة ويقلد حركات الفم والشفاه.,مرآة,10 دقائق,4 مرات أسبوعيًا,سهل,قف بجانب الطفل وقلد معه.,تحسين النطق,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A023,كرر بعدي,2.0,تقليد الكلمات,تشجيع نطق الكلمات,يكرر الطفل كلمات بسيطة بعد ولي الأمر.,بطاقات كلمات,10 دقائق,5 مرات أسبوعيًا,سهل,اختر كلمات مألوفة.,زيادة وضوح النطق,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A024,من يصدر الصوت؟,2.0,تمييز الأصوات,ربط الصوت بمصدره,يشغل ولي الأمر أصواتًا مألوفة ويطلب من الطفل تحديد مصدرها.,تسجيلات صوتية,10 دقائق,3 مرات أسبوعيًا,متوسط,ابدأ بأصوات مألوفة.,تحسين التمييز السمعي,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A025,حديث أثناء اللعب,2.0,استخدام الكلام,تشجيع استخدام الكلمات أثناء اللعب,يشجع ولي الأمر الطفل على تسمية ما يفعله أثناء اللعب.,ألعاب الطفل,15 دقيقة,يوميًا,سهل,علق على لعب الطفل وكرر كلماته.,زيادة استخدام الكلام,NIDCD,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A026,اتبع التعليمتين,3.0,اتباع التعليمات,تنفيذ تعليمات من خطوتين,اطلب من الطفل تنفيذ أمرين متتاليين مثل: أحضر الكرة ثم ضعها على الكرسي.,ألعاب منزلية,10 دقائق,5 مرات أسبوعيًا,سهل,زد صعوبة التعليمات تدريجيًا.,تحسن فهم التعليمات المركبة,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A027,من في الصورة؟,3.0,فهم المفردات,تمييز الأشخاص والأشياء,اعرض صورًا واسأل الطفل عن الشخص أو الشيء المطلوب.,بطاقات مصورة,10 دقائق,4 مرات أسبوعيًا,سهل,استخدم صورًا مألوفة.,زيادة الفهم اللغوي,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A028,رتب القصة,3.0,فهم التسلسل,فهم ترتيب الأحداث,استخدم 3 صور لقصة بسيطة واطلب ترتيبها.,بطاقات تسلسل,15 دقيقة,3 مرات أسبوعيًا,متوسط,ناقش سبب ترتيب الصور.,تحسن فهم التسلسل,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A029,أين؟,3.0,فهم مفاهيم المكان,تعلم فوق وتحت وأمام,ضع لعبة في أماكن مختلفة واطلب من الطفل تحديدها.,ألعاب,10 دقائق,4 مرات أسبوعيًا,سهل,غيّر الأماكن في كل مرة.,تحسن فهم مفاهيم المكان,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A030,اختر الصحيح,3.0,التصنيف,تصنيف الأشياء,اطلب من الطفل اختيار جميع الحيوانات أو الفواكه.,بطاقات,10 دقائق,3 مرات أسبوعيًا,متوسط,ابدأ بفئتين فقط.,تحسن التصنيف,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A031,اسمع وأجب,3.0,فهم الأسئلة,الإجابة عن أسئلة بسيطة,اقرأ جملة قصيرة واسأل سؤالاً عنها.,كتاب مصور,10 دقائق,4 مرات أسبوعيًا,متوسط,استخدم قصصًا قصيرة.,تحسن الاستيعاب,NIDCD,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A032,احكِ لي,3.0,سرد الأحداث,تشجيع الطفل على وصف ما حدث,اطلب من الطفل أن يخبرك بما فعله اليوم باستخدام جمل قصيرة.,لا يوجد,10 دقائق,4 مرات أسبوعيًا,سهل,اطرح أسئلة داعمة مثل: ماذا حدث بعد ذلك؟,تحسن السرد,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A033,صف الصورة,3.0,وصف الأشياء,تنمية استخدام الصفات,اعرض صورة واطلب من الطفل وصف ما يراه.,بطاقات مصورة,10 دقائق,4 مرات أسبوعيًا,سهل,شجع استخدام الألوان والأحجام.,زيادة المفردات,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A034,من أنا؟,3.0,التعبير اللفظي,استخدام الأسماء والصفات,صف حيوانًا أو شخصًا ودع الطفل يخمن ثم يصف غيره.,بطاقات,10 دقائق,3 مرات أسبوعيًا,متوسط,ابدأ بأوصاف بسيطة.,تحسن التعبير,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A035,ماذا يحدث؟,3.0,تكوين الجمل,وصف الأحداث في الصور,اعرض صورة لحركة مثل طفل يجري واطلب وصفها.,صور,10 دقائق,4 مرات أسبوعيًا,سهل,ساعد الطفل ببداية الجملة.,تكوين جمل أفضل,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A036,لعبة الخيارات,3.0,التعبير عن الرأي,تشجيع الطفل على الاختيار والتبرير,اعرض خيارين واسأله أيهما يفضل ولماذا.,ألعاب أو صور,10 دقائق,3 مرات أسبوعيًا,متوسط,اقبل جميع الإجابات المنطقية.,زيادة الطلاقة,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A037,أكمل القصة,3.0,التحدث المتسلسل,بناء تسلسل لفظي,ابدأ قصة قصيرة واطلب من الطفل إكمالها.,كتاب أو صور,15 دقيقة,3 مرات أسبوعيًا,متوسط,لا تصحح كل خطأ مباشرة.,تحسن تنظيم الحديث,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A038,لعبة تبادل الحديث,3.0,تبادل الأدوار,تنمية مهارة الحوار,يتبادل الطفل وولي الأمر الحديث بسؤال وجواب.,لا يوجد,10 دقائق,4 مرات أسبوعيًا,سهل,امنح الطفل وقتًا للإجابة.,تحسن مهارات الحوار,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A039,شارك اللعبة,3.0,المشاركة,تعزيز المشاركة مع الآخرين,يشارك الطفل لعبته مع أحد أفراد الأسرة أو صديق.,ألعاب,10 دقائق,3 مرات أسبوعيًا,سهل,امدح سلوك المشاركة.,زيادة التفاعل الاجتماعي,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A040,وجوه المشاعر,3.0,التعرف على المشاعر,تمييز المشاعر الأساسية,يعرض ولي الأمر بطاقات مشاعر ويطلب من الطفل تسميتها.,بطاقات مشاعر,10 دقائق,4 مرات أسبوعيًا,سهل,ناقش سبب كل شعور.,فهم المشاعر,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A041,ساعد صديقك,3.0,التعاون,تعزيز التعاون,ينفذ الطفل نشاطًا بسيطًا مع شخص آخر.,مكعبات,15 دقيقة,3 مرات أسبوعيًا,متوسط,شجع العمل الجماعي.,تحسن التعاون,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A042,لعبة الأدوار,3.0,اللعب التخيلي,تنمية التواصل الاجتماعي,يمثل الطفل دور الطبيب أو البائع باستخدام اللعب التخيلي.,ألعاب تمثيلية,15 دقيقة,3 مرات أسبوعيًا,متوسط,شارك الطفل في التمثيل.,زيادة التواصل,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,التواصل والمهارات الاجتماعية,,,,,,,A043,كيف تشعر؟,3.0,التعبير عن المشاعر,التعبير اللفظي عن المشاعر,اسأل الطفل عن شعوره في مواقف مختلفة ولماذا.,بطاقات أو مواقف,10 دقائق,4 مرات أسبوعيًا,سهل,تقبل جميع الإجابات وشجعه على الشرح.,تحسن التعبير الاجتماعي,NIDCD,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A044,قل مثلـي,3.0,تقليد الأصوات,تحسين إنتاج الأصوات,ينطق ولي الأمر مقاطع مثل (با، تا، كا) ويكررها الطفل.,لا يوجد,10 دقائق,5 مرات أسبوعيًا,سهل,ابدأ بالمقاطع السهلة ثم زد الصعوبة.,تحسن نطق الأصوات,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A045,المرآة السحرية,3.0,مخارج الحروف,مراقبة حركة الفم,يقف الطفل أمام المرآة ويقلد حركات الشفاه واللسان.,مرآة,10 دقائق,4 مرات أسبوعيًا,سهل,نفذ الحركات ببطء.,تحسن مخارج الحروف,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A046,من صاحب الصوت؟,3.0,التمييز السمعي,تمييز الأصوات,يستمع الطفل لأصوات مختلفة ويحدد مصدرها.,تسجيلات صوتية,10 دقائق,3 مرات أسبوعيًا,متوسط,ابدأ بأصوات مألوفة.,تحسن التمييز السمعي,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A047,كرر الجملة,3.0,وضوح الكلام,تحسين نطق الجمل,يكرر الطفل جملًا قصيرة بعد ولي الأمر.,بطاقات جمل,10 دقائق,4 مرات أسبوعيًا,متوسط,تحدث ببطء ووضوح.,تحسن وضوح الكلام,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A048,غنِّ معي,3.0,الإيقاع والنطق,تحسين الطلاقة,يغني الطفل أغنية قصيرة مع التركيز على وضوح الكلمات.,أغاني أطفال,10 دقائق,5 مرات أسبوعيًا,سهل,اختر أغاني مناسبة للعمر.,تحسن الطلاقة,NIDCD,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A049,احكِ بوضوح,3.0,وضوح النطق,تشجيع التحدث بوضوح,يصف الطفل صورة باستخدام جمل قصيرة وواضحة.,بطاقات مصورة,10 دقائق,4 مرات أسبوعيًا,متوسط,لا تقاطع الطفل أثناء الحديث.,زيادة وضوح الكلام,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,النطق,,,,,,,A050,حديث وقت اللعب,3.0,استخدام الكلام,استخدام اللغة أثناء اللعب,يتحدث الطفل عما يفعله أثناء اللعب مع ولي الأمر.,ألعاب,15 دقيقة,يوميًا,سهل,وسع جمل الطفل بإضافة كلمة أو كلمتين.,زيادة استخدام الكلام,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A051,نفذ ثلاث خطوات,4.0,اتباع التعليمات,تنفيذ تعليمات متعددة الخطوات,اطلب من الطفل: أحضر القلم ثم افتح الدفتر ثم اجلس.,أدوات منزلية,10 دقائق,4 مرات أسبوعيًا,متوسط,زد عدد الخطوات تدريجيًا.,تحسن تنفيذ التعليمات,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A052,رتب القصة,4.0,فهم التسلسل,ترتيب أحداث قصة,يعيد الطفل ترتيب صور قصة من 4 أحداث.,بطاقات تسلسل,15 دقيقة,3 مرات أسبوعيًا,متوسط,اسأله لماذا اختار هذا الترتيب.,تحسن الاستيعاب,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A053,من الوصف؟,4.0,فهم الوصف,التعرف على الشيء من وصفه,صف شيئًا ودع الطفل يخمنه.,بطاقات,10 دقائق,3 مرات أسبوعيًا,متوسط,استخدم أوصافًا متنوعة.,زيادة الفهم,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A054,أين الكنز؟,4.0,مفاهيم المكان,فهم العلاقات المكانية,أخفِ لعبة مستخدمًا كلمات مثل خلف، بين، أمام.,لعبة صغيرة,10 دقائق,4 مرات أسبوعيًا,سهل,بدّل أماكن اللعبة.,تحسن مفاهيم المكان,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A055,لماذا؟,4.0,فهم السبب والنتيجة,تنمية التفكير,اعرض موقفًا واسأل: لماذا حدث ذلك؟,صور,10 دقائق,3 مرات أسبوعيًا,متوسط,شجع أكثر من إجابة.,تحسن الاستنتاج,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة الاستقبالية,,,,,,,A056,استمع ثم أجب,4.0,الاستيعاب,فهم النصوص القصيرة,اقرأ فقرة قصيرة واسأل سؤالين عنها.,كتاب,15 دقيقة,3 مرات أسبوعيًا,متوسط,استخدم قصصًا مناسبة للعمر.,تحسن الاستيعاب السمعي,NIDCD,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A057,احكِ القصة,4.0,السرد,تنمية مهارة سرد القصص,يعرض ولي الأمر سلسلة صور ويطلب من الطفل سرد القصة بترتيبها.,صور متسلسلة,15 دقيقة,3 مرات أسبوعيًا,متوسط,شجع استخدام كلمات الربط مثل ثم وبعد ذلك.,تحسن السرد المنظم,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A058,صف الشيء,4.0,الوصف,استخدام الصفات,يختار الطفل غرضًا ويصف لونه وحجمه واستخدامه.,أدوات منزلية,10 دقائق,4 مرات أسبوعيًا,سهل,اطرح أسئلة مساعدة عند الحاجة.,زيادة المفردات,CDC,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A059,لماذا اخترت؟,4.0,التعبير عن الرأي,تقديم سبب للاختيار,يعرض خياران ويطلب من الطفل اختيار أحدهما مع ذكر السبب.,بطاقات,10 دقائق,3 مرات أسبوعيًا,متوسط,اقبل جميع الأسباب المنطقية.,تحسن التبرير,ASHA,,,,,,,,,,,,,,,,,,,,,,,
KB02.xlsx,Activities,,اللغة التعبيرية,,,,,,,A060,أكمل الجملة,4.0,تكوين الجمل,إكمال الجمل,يبدأ ولي الأمر جملة ويطلب من الطفل إكمالها.,بطاقات جمل,10 دقائق,4 مرات أسبوعيًا,سهل,زد طول الجمل تدريجيًا.,تحسن بناء الجمل,ASHA,,,,,,,,,,,,,,,,,,,,,,,
